S. No.,Student Name,Student Email id,First Login Date,Active Status,Gender,Institute Name,Institute City,Institute State,Grade,Volunteer
4675,Sakshi Santosh Moholkar,moholkarsantoshsakshi@gmail.com,12-04-2022,FALSE,Female,XYZ School Of Engineering,Ranchi,Jharkhand,Professional,TRUE
4676,Chetan Vinayak Talla,tallavinayakchetan@gmail.com,28-08-2022,FALSE,Male,XYZ Public School,Coimbatore,Tamil Nadu,Grade 8-12,FALSE
4677,Omkar Sanjay Birajdar,birajdarsanjayomkar@gmail.com,27-04-2022,FALSE,Male,XYZ School Of Engineering,Guwahati,Assam,Graduate,TRUE
4678,Malati Devarkonda,devarkondamalati@gmail.com,09-05-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Chandigarh,Chandigarh,Others,TRUE
4679,Rohit Mallade,malladerohit@gmail.com,22-07-2022,FALSE,Male,XYZ Public School,Thiruvananthapuram,Kerala,Grade 6-8,TRUE
4680,Shivani Nashte,shivaninashte@gmail.com,06-10-2022,FALSE,Female,XYZ Public School,Dehradun,Uttarakhand,Grade 8-12,TRUE
4681,Rahul Durgadas Sidral,sidraldurgadasrahul@gmail.com,30-08-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Others,FALSE
4682,Yugal jitendrakumar zanjari,zanjarijitendrakumaryugal@gmail.com,12-03-2022,TRUE,Male,XYZ Public School,Delhi,Delhi,Grade 6-8,FALSE
4683,Prerna Jawalkar,jawalkarprerna@gmail.com,17-08-2022,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,FALSE
4684,Nikhita Ashok Sargam,sargamashoknikhita@gmail.com,28-09-2022,TRUE,Female,XYZ School Of Engineering,Kolkata,West Bengal,Others,TRUE
4685,Pallav Choudhary,choudharypallav@gmail.com,25-08-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Chennai,Tamil Nadu,Others,FALSE
4686,Aryan jain,jainaryan@gmail.com,14-06-2022,TRUE,Male,XYZ Pu College,Hyderabad,Telangana,Graduate,TRUE
4687,Onkar Chandrakant Hagalgunde,hagalgundechandrakantonkar@gmail.com,28-05-2022,FALSE,Male,XYZ Public School,Pune,Maharashtra,Grade 6-8,TRUE
4688,Muktai Adam,adammuktai@gmail.com,20-06-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Surat,Gujarat,Postgraduate,FALSE
4689,Siddhivinayak Dhandonde,dhandondesiddhivinayak@gmail.com,03-10-2022,FALSE,Male,XYZ School Of Lifeskills,Jaipur,Rajasthan,Postgraduate,FALSE
4690,Aryan jain,jainaryan@gmail.com,02-09-2022,FALSE,Male,XYZ School Of Commerce,Lucknow,Uttar Pradesh,Others,TRUE
4691,Vaishnavi Ravikiran Mittha,mittharavikiranvaishnavi@gmail.com,25-04-2022,FALSE,Female,XYZ School Of Commerce,Kanpur,Uttar Pradesh,Graduate,FALSE
4692,Gaddam Laxminarayan Bhanudas,bhanudaslaxminarayangaddam@gmail.com,12-04-2022,FALSE,Male,XYZ Public School,Nagpur,Maharashtra,Grade 6-8,FALSE
4693,Kulkarni Prajwal Praveen,praveenprajwalkulkarni@gmail.com,15-03-2022,TRUE,Male,XYZ School Of Lifeskills,Visakhapatnam,Andhra Pradesh,Graduate,FALSE
4694,Ayush Subhash Tripathi,tripathisubhashayush@gmail.com,09-05-2022,FALSE,Male,XYZ Public School,Patna,Bihar,Grade 8-12,TRUE
4695,Vedant Amarnath Kulkarni,kulkarniamarnathvedant@gmail.com,07-10-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Ludhiana,Punjab,Others,TRUE
4696,Yash Mhamane,mhamaneyash@gmail.com,05-03-2022,TRUE,Male,XYZ School Of Engineering,Agra,Uttar Pradesh,Graduate,TRUE
4697,Gururaj S. Awate,awatesgururaj@gmail.com,07-09-2022,FALSE,Male,XYZ Public School,Nashik,Maharashtra,Grade 6-8,FALSE
4698,Fulpati Saikumar Dhamodar,dhamodarsaikumarfulpati@gmail.com,31-03-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Meerut,Uttar Pradesh,Others,TRUE
4699,Rutika Rajendrasingh Thakur,thakurrajendrasinghrutika@gmail.com,16-02-2022,FALSE,Female,XYZ School Of Law,Rajkot,Gujarat,Postgraduate,FALSE
4700,Dhanashree Harish Vairagkar,vairagkarharishdhanashree@gmail.com,27-02-2022,TRUE,Female,XYZ School Of Engineering,Varanasi,Uttar Pradesh,Graduate,FALSE
4701,Shantanu Santosh Maske,maskesantoshshantanu@gmail.com,14-09-2022,FALSE,Male,XYZ School Of Commerce,Srinagar,Jammu and Kashmir,Graduate,TRUE
4702,Mane Swapnil Suresh,sureshswapnilmane@gmail.com,09-04-2022,FALSE,Male,XYZ School Of Lifeskills,Aurangabad,Maharashtra,Graduate,FALSE
4703,Bhagyshree Netalkar,netalkarbhagyshree@gmail.com,02-09-2022,TRUE,Female,XYZ School Of Commerce,Solapur,Maharashtra,Postgraduate,TRUE
4704,Priyanka Mahadev Bhaskar,bhaskarmahadevpriyanka@gmail.com,28-06-2022,FALSE,Female,XYZ School Of Architecture,Thane,Maharashtra,Professional,TRUE
4705,Ayush Jain,jainayush@gmail.com,23-02-2022,TRUE,Male,XYZ Pu College,Bhopal,Madhya Pradesh,Grade 8-12,TRUE
4706,Priya sharma,sharmapriya@gmail.com,26-10-2022,TRUE,Female,XYZ School Of Engineering,Ghaziabad,Uttar Pradesh,Graduate,FALSE
4707,Pourneema Sanjay Kulkarni,kulkarnisanjaypourneema@gmail.com,26-06-2022,FALSE,Female,XYZ Pu College,Jalandhar,Punjab,Graduate,TRUE
4708,Samarth Kurnukar,kurnukarsamarth@gmail.com,14-08-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Vijayawada,Andhra Pradesh,Postgraduate,TRUE
4709,Aishwarya Phatate,phatateaishwarya@gmail.com,13-08-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Jodhpur,Rajasthan,Professional,FALSE
4710,Akshata Sigi,sigiakshata@gmail.com,23-03-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Gwalior,Madhya Pradesh,Others,FALSE
4711,Devyani Ramesh Katta,kattarameshdevyani@gmail.com,04-07-2022,FALSE,Female,XYZ Public School,Dhanbad,Jharkhand,Grade 8-12,FALSE
4712,Rupa Bramhanand Mane,manebramhanandrupa@gmail.com,19-07-2022,FALSE,Female,XYZ School Of Architecture,Amritsar,Punjab,Graduate,FALSE
4713,Snehal Santosh Ket,ketsantoshsnehal@gmail.com,08-07-2022,FALSE,Female,XYZ School Of Management Studies,Raipur,Chhattisgarh,Professional,FALSE
4714,Rekha Sunil Kokare,kokaresunilrekha@gmail.com,02-06-2022,TRUE,Female,XYZ School Of Engineering,Allahabad,Uttar Pradesh,Professional,FALSE
4715,Nellure Aditi Mallinath,mallinathaditinellure@gmail.com,23-03-2022,FALSE,Female,XYZ School Of Architecture,Howrah,West Bengal,Graduate,FALSE
4716,Aishwarya Kalyani Birajdar,birajdarkalyaniaishwarya@gmail.com,04-07-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Ranchi,Jharkhand,Graduate,FALSE
4717,Dhiraj Sunil Dhage,dhagesunildhiraj@gmail.com,26-02-2022,FALSE,Male,XYZ School Of Architecture,Coimbatore,Tamil Nadu,Graduate,FALSE
4718,Shruti Vijayanand Kalani,kalanivijayanandshruti@gmail.com,04-04-2022,TRUE,Female,XYZ Pu College,Guwahati,Assam,Grade 8-12,TRUE
4719,Vaishnavi Pramod Akude,akudepramodvaishnavi@gmail.com,16-03-2022,FALSE,Female,XYZ School Of Management Studies,Chandigarh,Chandigarh,Postgraduate,FALSE
4720,Kunal Sunil Kunte,kuntesunilkunal@gmail.com,05-09-2022,TRUE,Male,XYZ School Of Engineering,Thiruvananthapuram,Kerala,Professional,TRUE
4721,Upadhye Abhishek Anant,anantabhishekupadhye@gmail.com,07-07-2022,TRUE,Male,XYZ School Of Engineering,Dehradun,Uttarakhand,Professional,TRUE
4722,Anam Wajidahmed Shaikh,shaikhwajidahmedanam@gmail.com,12-07-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Graduate,FALSE
4723,Ghadge Prajyot Sadashiv,sadashivprajyotghadge@gmail.com,10-05-2022,FALSE,Male,XYZ Public School,Delhi,Delhi,Grade 6-8,FALSE
4724,Shaikh Shifa Sajid Ahmed,ahmedsajidshifashaikh@gmail.com,10-03-2022,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 8-12,FALSE
4725,Rishita Naresh Kumar Soni,sonikumarnareshrishita@gmail.com,02-04-2022,TRUE,Male,XYZ School Of Engineering,Kolkata,West Bengal,Others,FALSE
4726,Kirti Yuvarajsing Rajput,rajputyuvarajsingkirti@gmail.com,04-06-2022,TRUE,Female,XYZ School Of Commerce,Chennai,Tamil Nadu,Graduate,TRUE
4727,Arundhati Arjun Wale,walearjunarundhati@gmail.com,23-08-2022,FALSE,Female,XYZ School Of Commerce,Hyderabad,Telangana,Graduate,FALSE
4728,Abhishek Gaddam,gaddamabhishek@gmail.com,24-08-2022,TRUE,Male,XYZ Public School,Ahmedabad,Gujarat,Grade 6-8,TRUE
4729,Pourneema Sanjay Kulkarni,kulkarnisanjaypourneema@gmail.com,14-05-2022,TRUE,Female,XYZ School Of Commerce,Pune,Maharashtra,Others,FALSE
4730,Apurva Umesh Aherkar,aherkarumeshapurva@gmail.com,10-07-2022,FALSE,Female,XYZ School Of Law,Surat,Gujarat,Postgraduate,TRUE
4731,Shaikh Abutalah Rajahamad,rajahamadabutalahshaikh@gmail.com,23-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Jaipur,Rajasthan,Postgraduate,TRUE
4732,Fatima Nurulhasan Mulla,mullanurulhasanfatima@gmail.com,28-03-2022,TRUE,Female,XYZ School Of Engineering,Lucknow,Uttar Pradesh,Professional,TRUE
4733,Rushikesh Tikait,tikaitrushikesh@gmail.com,02-08-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Graduate,TRUE
4734,Sayyam Ajit Jain,jainajitsayyam@gmail.com,18-10-2022,TRUE,Male,XYZ Public School,Nagpur,Maharashtra,Grade 6-8,TRUE
4735,Sakeena Md Aqueel Shaikh,shaikhaqueelmdsakeena@gmail.com,22-07-2022,FALSE,Female,XYZ School Of Commerce,Visakhapatnam,Andhra Pradesh,Postgraduate,FALSE
4736,Yash Mhetre,mhetreyash@gmail.com,13-07-2022,FALSE,Male,XYZ School Of Management Studies,Patna,Bihar,Graduate,TRUE
4737,Naheen Suhail Ahmed Bijapure,bijapureahmedsuhailnaheen@gmail.com,04-09-2022,FALSE,Male,XYZ School Of Management Studies,Ludhiana,Punjab,Others,TRUE
4738,Ranjeet Kumar,kumarranjeet@gmail.com,16-05-2022,FALSE,Male,XYZ Pu College,Agra,Uttar Pradesh,Grade 8-12,TRUE
4739,Rushikesh Mohikar,mohikarrushikesh@gmail.com,16-07-2022,TRUE,Male,XYZ School Of Management Studies,Lucknow,Uttar Pradesh,Postgraduate,TRUE
4740,Sakshi Shimpi,shimpisakshi@gmail.com,16-02-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Others,TRUE
4741,Yogesh Wakode,wakodeyogesh@gmail.com,16-08-2022,TRUE,Male,XYZ School Of Management Studies,Nagpur,Maharashtra,Professional,FALSE
4742,Sejal Shirish Jain,jainshirishsejal@gmail.com,16-06-2022,TRUE,Female,XYZ School Of Management Studies,Visakhapatnam,Andhra Pradesh,Professional,FALSE
4743,Indrajeet Satish Chinchwade,chinchwadesatishindrajeet@gmail.com,12-05-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Patna,Bihar,Postgraduate,FALSE
4744,Gouri Umardand,umardandgouri@gmail.com,01-05-2022,FALSE,Female,XYZ Pu College,Ludhiana,Punjab,Grade 8-12,TRUE
4745,Tejas Fattewale,fattewaletejas@gmail.com,21-06-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Agra,Uttar Pradesh,Graduate,TRUE
4746,Balraj Chandrakant Adki,adkichandrakantbalraj@gmail.com,01-04-2022,FALSE,Male,XYZ Public School,Nashik,Maharashtra,Grade 6-8,FALSE
4747,Sudharani Chandrakant Ghodake,ghodakechandrakantsudharani@gmail.com,18-05-2022,FALSE,Female,XYZ School Of Lifeskills,Meerut,Uttar Pradesh,Professional,FALSE
4748,Prerna Patil,patilprerna@gmail.com,14-05-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Rajkot,Gujarat,Graduate,TRUE
4749,Sumaiyya Shakil Shaikh,shaikhshakilsumaiyya@gmail.com,29-07-2022,TRUE,Female,XYZ School Of Commerce,Varanasi,Uttar Pradesh,Professional,TRUE
4750,Vaishnavi Vishwanath Sankad,sankadvishwanathvaishnavi@gmail.com,13-06-2022,FALSE,Female,XYZ Public School,Srinagar,Jammu and Kashmir,Grade 8-12,FALSE
4751,Akanksha Mule,muleakanksha@gmail.com,18-07-2022,TRUE,Female,XYZ Public School,Aurangabad,Maharashtra,Grade 6-8,FALSE
4752,Akshata Dhonde,dhondeakshata@gmail.com,25-03-2022,FALSE,Female,XYZ School Of Law,Solapur,Maharashtra,Professional,TRUE
4753,Darshan Shashikant Kognole,kognoleshashikantdarshan@gmail.com,19-02-2022,TRUE,Male,XYZ Public School,Thane,Maharashtra,Grade 6-8,TRUE
4754,Apeksha Kuber Patil,patilkuberapeksha@gmail.com,06-05-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Bhopal,Madhya Pradesh,Graduate,TRUE
4755,Akshata Sigi,sigiakshata@gmail.com,21-10-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Ghaziabad,Uttar Pradesh,Others,FALSE
4756,Sathe Sakshi Pravin,pravinsakshisathe@gmail.com,19-04-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Jalandhar,Punjab,Graduate,TRUE
4757,Ayush Shinde,shindeayush@gmail.com,23-06-2022,TRUE,Male,XYZ School Of Lifeskills,Vijayawada,Andhra Pradesh,Graduate,TRUE
4758,Shravani Umbarje,umbarjeshravani@gmail.com,18-05-2022,FALSE,Female,XYZ Public School,Jodhpur,Rajasthan,Grade 6-8,FALSE
4759,Rutuja Sadafule,sadafulerutuja@gmail.com,03-05-2022,TRUE,Female,XYZ Public School,Gwalior,Madhya Pradesh,Grade 6-8,FALSE
4760,Mansi Kamble,kamblemansi@gmail.com,31-05-2022,FALSE,Female,XYZ Pu College,Dhanbad,Jharkhand,Graduate,FALSE
4761,Aakash Dhanshetti,dhanshettiaakash@gmail.com,23-09-2022,FALSE,Male,XYZ Public School,Amritsar,Punjab,Grade 6-8,TRUE
4762,Reshma Dhadake,dhadakereshma@gmail.com,11-09-2022,FALSE,Female,XYZ Public School,Raipur,Chhattisgarh,Grade 6-8,TRUE
4763,Rucha Solsae,solsaerucha@gmail.com,04-05-2022,TRUE,Female,XYZ Pu College,Allahabad,Uttar Pradesh,Graduate,FALSE
4764,Aishwarya Tadkase,tadkaseaishwarya@gmail.com,24-03-2022,TRUE,Female,XYZ Pu College,Howrah,West Bengal,Professional,FALSE
4765,Shivpriya Chitkoti,chitkotishivpriya@gmail.com,05-02-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Ranchi,Jharkhand,Graduate,FALSE
4766,Bhagyashree Phatate,phatatebhagyashree@gmail.com,14-02-2022,TRUE,Female,XYZ School Of Management Studies,Coimbatore,Tamil Nadu,Others,FALSE
4767,Shivansh Hukkeri,hukkerishivansh@gmail.com,21-07-2022,TRUE,Male,XYZ School Of Lifeskills,Guwahati,Assam,Graduate,FALSE
4768,Teju Umbarje,umbarjeteju@gmail.com,16-05-2022,FALSE,Female,XYZ School Of Management Studies,Chandigarh,Chandigarh,Professional,TRUE
4769,Sakshi Gumate,gumatesakshi@gmail.com,04-07-2022,FALSE,Female,XYZ School Of Architecture,Thiruvananthapuram,Kerala,Professional,FALSE
4770,Aishwarya Malgae,malgaeaishwarya@gmail.com,20-02-2022,FALSE,Female,XYZ School Of Commerce,Dehradun,Uttarakhand,Professional,FALSE
4771,Nandini Yedke,yedkenandini@gmail.com,18-06-2022,FALSE,Female,XYZ School Of Architecture,Mumbai,Maharashtra,Professional,TRUE
4772,Pujita Konda,kondapujita@gmail.com,16-09-2022,TRUE,Female,XYZ School Of Engineering,Delhi,Delhi,Graduate,FALSE
4773,Viraj Patil,patilviraj@gmail.com,25-02-2022,FALSE,Male,XYZ Public School,Bengaluru,Karnataka,Grade 8-12,FALSE
4774,Shivraj Umbarje,umbarjeshivraj@gmail.com,23-09-2022,FALSE,Male,XYZ School Of Law,Kolkata,West Bengal,Others,TRUE
4775,Rakshit Phatate,phataterakshit@gmail.com,10-05-2022,FALSE,Male,XYZ School Of Lifeskills,Chennai,Tamil Nadu,Graduate,FALSE
4776,Sanskriti Kore,koresanskriti@gmail.com,25-08-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Hyderabad,Telangana,Postgraduate,TRUE
4777,Rajnandini Birajdar,birajdarrajnandini@gmail.com,28-09-2022,FALSE,Female,XYZ School Of Commerce,Ahmedabad,Gujarat,Postgraduate,TRUE
4778,Shreya Patil,patilshreya@gmail.com,15-03-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Pune,Maharashtra,Graduate,FALSE
4779,Tanu Pansare,pansaretanu@gmail.com,22-05-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Surat,Gujarat,Postgraduate,FALSE
4780,Anvi Bagale,bagaleanvi@gmail.com,06-04-2022,TRUE,Female,XYZ School Of Engineering,Jaipur,Rajasthan,Professional,TRUE
4781,Ritesh Dhayfule,dhayfuleritesh@gmail.com,31-03-2022,TRUE,Male,XYZ School Of Commerce,Lucknow,Uttar Pradesh,Postgraduate,FALSE
4782,Navya Phatate,phatatenavya@gmail.com,18-06-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Others,FALSE
4783,Pranvi Ligade,ligadepranvi@gmail.com,15-09-2022,FALSE,Female,XYZ School Of Commerce,Nagpur,Maharashtra,Postgraduate,TRUE
4784,Shivansh Krajgikar,krajgikarshivansh@gmail.com,01-04-2022,TRUE,Male,XYZ School Of Law,Visakhapatnam,Andhra Pradesh,Professional,TRUE
4785,Sakshi Banajgole,banajgolesakshi@gmail.com,21-06-2022,FALSE,Female,XYZ School Of Law,Patna,Bihar,Graduate,TRUE
4786,Aditya Barbade,barbadeaditya@gmail.com,10-06-2022,FALSE,Male,XYZ Public School,Ludhiana,Punjab,Grade 8-12,FALSE
4787,Vibha Dargopatil,dargopatilvibha@gmail.com,12-02-2022,TRUE,Female,XYZ Public School,Agra,Uttar Pradesh,Grade 8-12,TRUE
4788,Advait Hatti,hattiadvait@gmail.com,05-05-2022,FALSE,Male,XYZ Public School,Nashik,Maharashtra,Grade 6-8,FALSE
4789,Rohit Hatte,hatterohit@gmail.com,11-10-2022,TRUE,Male,XYZ Pu College,Meerut,Uttar Pradesh,Grade 8-12,TRUE
4790,Shubhada Birajdar,birajdarshubhada@gmail.com,29-05-2022,FALSE,Female,XYZ Pu College,Rajkot,Gujarat,Postgraduate,FALSE
4791,Ayush Bidarkote,bidarkoteayush@gmail.com,11-05-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Varanasi,Uttar Pradesh,Postgraduate,FALSE
4792,Sahil Gandhi,gandhisahil@gmail.com,26-09-2022,FALSE,Male,XYZ School Of Law,Srinagar,Jammu and Kashmir,Graduate,TRUE
4793,Karan Kakde,kakdekaran@gmail.com,02-05-2022,TRUE,Male,XYZ School Of Engineering,Aurangabad,Maharashtra,Postgraduate,FALSE
4794,Pavan Bhosle,bhoslepavan@gmail.com,30-05-2022,FALSE,Male,XYZ School Of Law,Solapur,Maharashtra,Postgraduate,FALSE
4795,Avneesh Udeshi,udeshiavneesh@gmail.com,24-07-2022,TRUE,Male,XYZ School Of Engineering,Thane,Maharashtra,Graduate,FALSE
4796,Mayank Raj,rajmayank@gmail.com,06-03-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Bhopal,Madhya Pradesh,Professional,TRUE
4797,Kairav Mehera,meherakairav@gmail.com,01-03-2022,TRUE,Male,XYZ Public School,Ghaziabad,Uttar Pradesh,Grade 6-8,TRUE
4798,Amit Awaje,awajeamit@gmail.com,21-07-2022,FALSE,Male,XYZ Public School,Jalandhar,Punjab,Grade 8-12,FALSE
4799,Ira Mantha,manthaira@gmail.com,01-04-2022,FALSE,Female,XYZ School Of Architecture,Vijayawada,Andhra Pradesh,Graduate,TRUE
4800,Shital Jetgi,jetgishital@gmail.com,06-08-2022,TRUE,Female,XYZ School Of Management Studies,Jodhpur,Rajasthan,Professional,FALSE
4801,Pratiksha Kinikar,kinikarpratiksha@gmail.com,22-06-2022,TRUE,Female,XYZ School Of Management Studies,Gwalior,Madhya Pradesh,Postgraduate,FALSE
4802,Akshata Rampure,rampureakshata@gmail.com,18-10-2022,TRUE,Female,XYZ Public School,Dhanbad,Jharkhand,Professional,TRUE
4803,Ayushi Doshi,ayushidoshi@gmail.com,17-06-2022,FALSE,Female,XYZ Public School,Amritsar,Punjab,Postgraduate,TRUE
4804,Kush Bagalkote,kushb3@gmail.com,08-09-2022,TRUE,Male,XYZ Pu College,Raipur,Chhattisgarh,Grade 8-12,FALSE
4805,Aadhya,aadhya@gmail.com,14-05-2022,FALSE,Female,XYZ School Of Commerce,Varanasi,Uttar Pradesh,Postgraduate,FALSE
4806,Rahul,rahul@gmail.com,13-04-2022,FALSE,Male,XYZ School Of Commerce,Solapur,Maharashtra,Postgraduate,TRUE
4807,Harsh,harsh@gmail.com,15-07-2022,FALSE,Male,XYZ School Of Engineering,Bengaluru,Karnataka,Postgraduate,FALSE
4808,Sanjay,sanjay@gmail.com,03-05-2022,TRUE,Male,XYZ Public School,Kolkata,West Bengal,Grade 8-12,FALSE
4809,Pranav,pranav@gmail.com,04-09-2022,TRUE,Male,XYZ Public School,Noida,Uttar Pradesh,Grade 8-12,FALSE
4810,Ram,ram@gmail.com,21-09-2022,FALSE,Male,XYZ School Of Management Studies,Delhi,Delhi,Professional,TRUE
4811,Sanvi,sanvi@gmail.com,01-06-2022,FALSE,Female,XYZ Public School,Chennai,Tamil Nadu,Grade 8-12,FALSE
4812,Preethi,preethi@gmail.com,30-05-2022,FALSE,Female,XYZ Public School,Kolkata,West Bengal,Others,TRUE
4813,Prem,prem@gmail.com,24-07-2022,FALSE,Male,XYZ School Of Commerce,Noida,Uttar Pradesh,Professional,TRUE
4814,Hemanth,hemanth@gmail.com,04-04-2022,FALSE,Male,XYZ Pu College,Pune,Maharashtra,Grade 8-12,TRUE
4815,Sowmya,sowmya@gmail.com,20-07-2022,FALSE,Female,XYZ School Of Law,Mumbai,Maharashtra,Graduate,FALSE
4816,Deepthi,deepthi@gmail.com,16-08-2022,FALSE,Female,XYZ School Of Commerce,Mumbai,Maharashtra,Professional,FALSE
4817,Deepika,deepika@gmail.com,07-05-2022,FALSE,Female,XYZ Pu College,Mysore,Karnataka,Postgraduate,TRUE
4818,Praneetha,praneetha@gmail.com,24-06-2022,TRUE,Female,XYZ School Of Commerce,Agra,Uttar Pradesh,Graduate,FALSE
4819,Prajakta,prajakta@gmail.com,10-07-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Surat,Gujarat,Graduate,TRUE
4820,Leela,leela@gmail.com,30-09-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Postgraduate,TRUE
4821,Preman,preman@gmail.com,31-08-2022,FALSE,Male,XYZ Public School,Hyderabad,Telangana,Grade 6-8,TRUE
4822,Lohith,lohith@gmail.com,24-10-2022,FALSE,Male,XYZ School Of Commerce,Chennai,Tamil Nadu,Professional,FALSE
4823,Manas,manas@gmail.com,19-10-2022,TRUE,Male,XYZ School Of Engineering,Pondicherry,Puducherry,Graduate,FALSE
4824,Manasa,manasa@gmail.com,21-07-2022,TRUE,Female,XYZ School Of Law,Agra,Uttar Pradesh,Postgraduate,FALSE
4825,Sangeetha,sangeetha@gmail.com,12-07-2022,FALSE,Female,XYZ School Of Lifeskills,Amritsar,Punjab,Graduate,TRUE
4826,Ayush,ayush@gmail.com,14-10-2022,TRUE,Male,XYZ Pu College,Jaipur,Rajasthan,Others,TRUE
4827,Shravya,shravya@gmail.com,06-05-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Pondicherry,Puducherry,Graduate,FALSE
4828,Swetha,swetha@gmail.com,28-05-2022,FALSE,Female,XYZ School Of Engineering,Bengaluru,Karnataka,Postgraduate,FALSE
4829,Srinivas,srinivas@gmail.com,25-03-2022,FALSE,Male,XYZ School Of Lifeskills,Bengaluru,Karnataka,Graduate,TRUE
4830,Prajwal,prajwal@gmail.com,08-07-2022,TRUE,Male,XYZ Public School,Chennai,Tamil Nadu,Grade 8-12,FALSE
4831,Ravi,ravi@gmail.com,26-03-2022,FALSE,Male,XYZ School Of Architecture,Delhi,Delhi,Professional,TRUE
4832,Priyank,priyank@gmail.com,16-03-2022,FALSE,Male,XYZ Public School,Mumbai,Maharashtra,Grade 6-8,FALSE
4833,Malathi,malathi@gmail.com,28-05-2022,FALSE,Female,XYZ School Of Management Studies,Chennai,Tamil Nadu,Postgraduate,TRUE
4834,Manohar,manohar@gmail.com,06-06-2022,FALSE,Male,XYZ Pu College,Hyderabad,Telangana,Grade 8-12,FALSE
4835,Manjunath,manjunath@gmail.com,26-06-2022,FALSE,Male,XYZ Public School,Mysore,Karnataka,Grade 6-8,TRUE
4836,Pavitra,pavitra@gmail.com,20-04-2022,FALSE,Female,XYZ Public School,Kanpur,Uttar Pradesh,Grade 6-8,TRUE
4837,Shiva,shiva@gmail.com,12-04-2022,FALSE,Male,XYZ Pu College,Patna,Bihar,Grade 8-12,TRUE
4838,Paramesh,paramesh@gmail.com,24-09-2022,TRUE,Male,XYZ School Of Engineering,Jaipur,Rajasthan,Graduate,FALSE
4839,Venkat,venkat@gmail.com,07-08-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Hyderabad,Telangana,Graduate,FALSE
4840,Sai Kiran,sai@gmail.com,06-10-2022,TRUE,Male,XYZ School Of Engineering,Bengaluru,Karnataka,Others,FALSE
4841,Chitra,chitra@gmail.com,01-04-2022,TRUE,Female,XYZ School Of Engineering,Mumbai,Maharashtra,Graduate,FALSE
4842,Surya,surya@gmail.com,05-04-2022,FALSE,Male,XYZ Public School,Delhi,Delhi,Grade 6-8,TRUE
4843,Charan,charan@gmail.com,02-04-2022,TRUE,Male,XYZ School Of Architecture,Hyderabad,Telangana,Graduate,TRUE
4844,Chaitra,chaitra@gmail.com,19-06-2022,TRUE,Female,XYZ School Of Engineering,Hyderabad,Telangana,Graduate,TRUE
